Pinyin,Wade-Giles,Romatzyh
yuan,yuan,yuan
yuanman,yuanman,yuanmaan
yuehui,yuehhui,iuehuey
yuedi,yuehti,yuehdii
yuedu,yuehtu,yuehdwu
yundonghui,yuntunghui,yunndonqhuey
yundongyuan,yuntungyuan,yunndonqyuan
yunqi,yunqi,yunnqi
yunyong,yunyung,yunnyonq
zaisan,tsaisan,tzaysan
zaihu,tsaihu,tzayhu
zaiyu,tsaiyu,tzayyu
zancheng,tsancheng,tzanncherng
zanshang,tsanshang,tzannshaang
zanzhu,tsanchu,tzannjuh
zaoxing,tsaohsing,tzawshyng
zhandou,chantou,janndow
zhansheng,chansheng,jannshenq
zhanshi,chanshih,jannshyh
zhanzheng,chancheng,jannjeng
zhangfu,changfu,janqfu
zhaohu,chaohu,jauhu
zhaohuo,chaohuo,jaurhuoo
zhaoji,chaochi,jaurjyi
zhaokai,chaokai,jawkai
zhen,chen,jen
zhendui,chentui,jenduey
zhen,chen,jenn
zhenglun,chenglun,jengluenn
zhengfu,chengfu,jengfwu
zhengqiu,chengchiu,jengchyou
zhengfu,chengfu,jenqfuu
zhengzhi,chengchih,jenqjyh
zhihou,chihhou,jyhow
zhijian,chihchien,jyjian
zhiqian,chihchien,jychyan
zhiyi,chihi,jyi
zhi,chih,jy
zhiwu,chihwu,jyrwuh
zhihui,chihhui,jyyhuei
zhiding,chihting,jyhdinq
zhiliang,chihliang,jyhlianq
zhi,chih,jyh
zhiliao,chihliao,jyhliau
zhili,chihli,jyhlih
zhineng,chihneng,jyhneng
zhongjie,chungchieh,jongjieh
zhonglei,chunglei,joongley
zhongjiang,chungchiang,jonqjeang
zhong,chung,joong
zhongzhi,chungchih,jonqjyr
zhongliang,chungliang,jonqlianq
zhubu,chupu,jwubuh
zhujian,chuchien,jwujiann
zhuti,chuti,juutyi
zhuxi,chuhsi,juushyi
zhufu,chufu,juhfwu
zhuming,chuming,juhming
zhuzuo,chutso,juhtzuoh
zhuajin,chuachin,juajiin
zhuanxin,chuanhsin,juanshin
zhuandong,chuantung,joandonq
zhuangao,chuankao,joangaw
zhuanshen,chuanshen,joanshen
zhuanwan,chuanwan,joanuan
zhuanyi,chuani,joanyi
zhuangxiu,chuanghsiu,juangshiou
zhuangzhi,chuangchih,juangjyh
zhuiqiu,chuichiu,jueichyou
zhunshi,chunshih,joenshyr
ziliao,tzuliao,tzyliaw
ziyuan,tzuyuan,tzyyuan
zi,tzu,tzyh
zixin,tzuhsin,tzyhshinn
zimu,tzumu,tzyhmuu
zonghe,tsungho,tzongher
zonggong,tsungkung,tzoonggonq
zongli,tsungli,tzoonglii
zongtong,tsungtung,tzoongtoong
zongzhi,tsungchih,tzoongjy
zuzhi,tsuchih,tzuujyy
zuiba,tsuiba,tzoeiba
zuichu,tsuichu,tzueychu
zuochu,tsochu,tzuohchu
zuowei,tsowei,tzuohwei
anwei,anwei,anwey
an,an,ann
anshang,anshang,annshanq
anmo,anmo,annmo
ba,pa,bar
baijiu,paichiu,bairjeou
baifang,paifang,bayfaang
ban,pan,baan
banyan,panyan,bannyean
bang,pang,banq
baowei,paowei,bauwei
baozhuang,paochuang,baujuang
baowei,paowei,baowey
baoyang,paoyang,baoyeang
baoda,paota,bawdar
baojing,paoching,bawjiing
baoyuan,paoyuan,bawyuann
beibao,peipao,beibau
beiju,peichu,beijiuh
beishang,peishang,beishang
beiji,peichi,beeijyi
beidong,peitung,beydonq
bei,pei,bey
benren,penjen,beenren
bizi,pizi,byizi
bizhong,pichung,biijonq
bici,pitzu,biitsyy
bi,pi,bih
bixu,pihsu,bihshiu
bijing,piching,bihjinq
bimu,pimu,bihmuh
bimushi,pimushih,bihmuhshyh
bianjing,pienching,bianjinq
bianji,pienchi,bianjyi
biandong,pientung,bianndonq
bianli,pienli,biannlih
biantiao,pientiao,bianntyau
bianyu,pienyu,biannyu
binguan,pinkuan,bingoan
bing,ping,biing
binggan,pingkan,biinggan
bingdu,pingtu,binqdwu
boli,poli,boli
boke,poko,borkeh
bolanhui,polanhui,borlaanhuey
boshi,poshih,borshyh
bowuguan,powukuan,borwuhgoan
boruo,pojo,borruoh
buchang,puchang,buucharng
butie,putieh,buutie
buceng,putseng,buhtserng
bugandang,pukantang,buhgaandang
buliang,puliang,buhliang
bumian,pumien,buhmean
bunengbu,punengpu,buhnengbuh
bushi,pushih,buhshyr
buting,puting,buhtyng
buxu,puhsu,buhsheu
buzhi,puchih,buhjyy
buzu,putsu,buhtzwu
buwei,puwei,buhwey
cai,tsai,tsai
caice,tsaitse,tsaitseh
caipan,tsaipan,tsairpann
caigou,tsaikou,tsaegow
caipiao,tsaipiao,tsaepiaw
canguan,tsankuan,tsangoan
canting,tsanting,tsanting
canyin,tsanyin,tsanyiin
caoyuan,tsaoyuan,tsaoyuan
ce,tse,tseh
cengci,tsengtzu,tserngtsyh
cha,cha,cha
chazi,chazi,chazi
chabie,chapieh,chabye
chaju,chachu,chajiuh
cha,cha,cha
chaxun,chahsun,charshyun
chai,chai,chai
chaichu,chaichu,chaichwu
chanye,chanyeh,chaanyeh
changdu,changtu,charngduh
changshou,changshou,charngshow
chang,chang,charng
chang,chang,charng
changshi,changshih,charngshyh
changzhang,changchang,chaangjaang
changmian,changmien,chaangmiann
changdao,changtao,chanqdao
chaoyue,chaoyueh,chauyueh
chezhu,chechu,chejuu
cheng,cheng,cheng
chenghao,chenghao,chenghaw
chengben,chengpen,cherngbeen
chengjiao,chengchiao,cherngjiau
chengxiao,chenghsiao,cherngshiaw
chengyu,chengyu,cherngyeu
chengban,chengpan,cherngbann
chengli,chengli,chengli
cheng,cheng,cherng
chengche,chengche,cherngche
chengke,chengko,cherngkeh
chengzuo,chengtso,cherngtzuoh
chili,chihli,chylih
chizi,chihzi,chyrzi
chi,chih,chyr
chongdong,chungtung,chongdonq
chongtu,chungtu,chongtu
chongzu,chungtsu,chongtzwu
chou,chou,chour
chou,chou,choou
chou,chou,chow
chuban,chupan,chubaan
chuchai,chuchai,chuchai
chuhan,chuhan,chuhann
chuyu,chuyu,chuyu
chuqi,chuchi,chuchi
chufei,chufei,chwufei
chuxi,chuhsi,chwushi
chufang,chufang,chwufarng
chufa,chufa,chuufar
chufen,chufen,chuufenn
chuzai,chutsai,chuutzay
chuanda,chuanta,chwandar
chuandi,chuanti,chwandih
chuanzhen,chuanchen,chwanjen
chuanglian,chuanglien,chuanglian
chuang,chuang,choang
chuangli,chuangli,chuanqlih
cidian,tzutien,tsyrdean
cizhi,tzuchih,tsyrjyr
cihou,tzuhou,tsyyhow
cike,tzuko,tsyykeh
cishi,tzushih,tsyyshyr
congming,tsungming,tsongming
cong’er,tsungerh,tsorngerl
congzhong,tsungchung,tsorngjong
cui,tsui,tsuey
cunkuan,tsunkuan,tswenkoan
cun,tsun,tsuenn
dacheng,tacheng,darcherng
da,ta,dar
dafu,tafu,darfuh
daban,taban,daaban
dabao,tapao,daabau
daji,tachi,daaji
dajia,tachia,daajiah
darao,tajao,daarao
dadan,tatan,dahdaan
dagang,takang,dahgang
dahuor,tahuor,dahhuoor
dajiangsai,tachiangsai,dahjeangsay
danao,tanao,dahnao
dashi,tashih,dahshyh
dating,tating,dahting
daxiang,tahsiang,dahshianq
daxiongmao,tahsiungmao,dahshyongmhau
dayu,tayu,dahyu
dazhi,tachih,dahjyh
dai,tai,dai
dai,tai,dai
daijia,taichia,dayjiah
daili,taili,daylii
daiyou,taiyu,dayyeou
daikuan,taikuan,daykoan
danyi,tani,dani
dan,tan,daan
danxiao,tanhsiao,daansheau
dangao,tankao,danngau
dangchang,tangchang,dangchaang
dangdai,tangtai,dangday
dangnian,tangnien,dangnian
dangqian,tangchien,dangchyan
dangxuan,tanghsuan,dangsheuan
dang,tang,daang
daolai,taolai,dawlai
daode,taote,dawder
dele,tele,derle
deyi,tei,deryii
denghou,tenghou,deenghow
dengji,tengchi,deengjyi
diyu,tiyu,diyu
didai,titai,dihday
dixing,tihsing,dihshyng
dizhen,tichen,dihjenn
di,ti,dih
digei,tikei,dihgeei
dianli,tienli,deanlii
dianran,tienjan,deanran
dianchi,tienchih,diannchyr
dianfanguo,tienfankuo,diannfannguo
dianziban,tientzupan,dianntzyybaan
diaodong,tiaotung,diawdonq
diu,tiu,diou
dongji,tungchi,donqji
dongshou,tungshou,donqshoou
dongtai,tungtai,donqtay
dongyuan,tungyuan,donqyuan
dong,tung,donq
dong,tung,donq
douzhipin,touchihpin,dowjyhpiin
du,tu,dwu
dui,tui,duei
duili,tuili,dueylih
duiying,tuiying,dueyyinq
dun,tun,duen
duo,to,duoo
duo,to,duoo
erduo,erhduo,eelduo
erweima,erhweima,ellweimaa
fabu,fapu,fabuh
fajue,fachueh,fajyue
fashe,fashe,fasheh
faxing,fahsing,fashyng
fa,fa,far
fakuan,fakuan,farkoan
fagui,fakuei,faaguei
fazhi,fachih,faajyh
fanrong,fanjung,farnrong
fanhui,fanhui,faanhwei
fangzhi,fangchih,farngjyh
fangda,fangta,fanqdah
fangqi,fangchi,fanqchih
fencheng,fencheng,fencherng
fenjie,fenchieh,fenjiee
fenlei,fenlei,fenley
fenli,fenli,fenli
fenxi,fenhsi,fenshi
fenxiang,fenhsiang,fensheang
fengshou,fengshou,fengshou
fengdu,fengtu,fengduh
fengguang,fengkuang,fengguang
feng,feng,feng
feng,feng,feng
fengkuang,fengkuang,fengkwang
fu,fu,fwu
fucong,futsung,fwutsorng
fu,fu,fwu
fudu,futu,fwuduh
fuli,fuli,fwulih
fuzhu,fuchu,fuujuh
fuzeren,futsejen,fuhtzerren
fujian,fuchien,fuhjiann
gaige,kaiko,gaeger
gancui,kantsui,gantsuey
ganrao,kanjao,ganrao
ganyu,kanyu,ganyuh
ganxiang,kanhsiang,gaansheang
gangbi,kangpi,gangbii
gangqin,kangchin,gangchyn
gaoda,kaota,gaudah
gaodu,kaotu,gauduh
gaogenxie,kaokenhsieh,gaugenshye
gaowen,kaowen,gauuen
gaoyu,kaoyu,gauyu
gaoyuan,kaoyuan,gauyuan
gao,kao,gao
gaohao,kaohao,gaohao
gequ,kochu,gecheu
gebi,kopi,gerbih
ger,kor,gehr
genqian,kenchien,genchyan
gensui,kensui,genswei
genghuan,kenghuan,genghuann
gengxin,kenghsin,gengshin
gongyi,kungi,gongyih
gongzuori,kungtsojih,gongtzuohryh
gonggao,kungkao,gonggaw
gongren,kungjen,gongrenn
gongshi,kungshih,gongshyh
gongzheng,kungcheng,gongjenq
gongji,kungchi,gonqjih
gongxiang,kunghsiang,gonqsheang
gou,kou,gou
goutong,koutung,goutong
guji,kuchi,gujih
gulao,kulao,guulao
gu,ku,guu
guli,kuli,guulih
guzhang,kuchang,guujaang
guwen,kuwen,guhwenn
guai,kuai,guay
guanhuai,kuanhuai,guanhwai
guanjian,kuanchien,guanjiann
guanjun,kuanchun,guannjiun
guangrong,kuangjung,guangrong
guangxian,kuanghsien,guangshiann
guangfan,kuangfan,goangfann
guihua,kueihua,gueihuah
gui,kuei,goei
guizi,kueizi,gueyzi
gun,kun,goen
guo,kuo,guo
guoji,kuochi,gwojyi
guomin,kuomin,gwomin
guodu,kuotu,guohduh
guomin,kuomin,guohmiin
guoyu,kuoyu,guohyu
hai,hai,hay
han,han,hann
haoyun,haoyun,haoyunn
haozhao,haochao,hawjaw
hebing,hoping,herbinq
hecheng,hocheng,hercherng
he,ho,her
hefan,hofan,herfann
hezi,hozi,herzi
heka,hoka,hehkaa
hen,hen,henn
hou,hou,hour
houhui,houhui,howhoei
huzi,huzi,hwuzi
hu,hu,huu
huayu,huayu,hwayeu
hua,hua,hwa
huashi,huashih,huahshyr
huafen,huafen,huahfen
huamian,huamien,huahmiann
huanjie,huanchieh,hwanjye
huang,huang,huang
huangmang,huangmang,huangmang
huise,huise,hueiseh
huifu,huifu,hueifuh
huibao,huipao,hweibaw
huibi,huipi,hweibih
huigu,huiku,hweiguh
huishou,huishou,hweishou
huitou,huitou,hweitour
huixin,huihsin,hweishinn
huiyi,huii,hweiyih
huikuan,huikuan,hueykoan
huitan,huitan,hueytarn
huoli,huoli,hwolih
huochai,huochai,huoochair
huotui,huotui,huootoei
huozai,huotsai,huootzai
huoshi,huoshih,huohshyh
jiqiren,chichijen,jichihren
jizhi,chichih,jijyh
jirou,chijou,jirow
jidi,chiti,jidih
jijin,chichin,jijin
jishi,chishih,jyishyy
jituan,chituan,jyitwan
ji,chi,jii
jiyi,chii,jihyih
jineng,chineng,jihneng
jicheng,chicheng,jihcherng
jiare,chiaje,jiareh
jiashang,chiashang,jiashanq
jiasu,chiasu,jiasuh
jiayi,chiai,jiayii
jia,chia,jia
jia,chia,jea
jia,chia,jiah
jiashi,chiashih,jiahshyy
jiazhao,chiachao,jiahjaw
jianding,chienting,jiandinq
jian,chien,jian
jianku,chienku,jiankuu
jiannan,chiennan,jiannan
jianyan,chienyan,jeanyann
jianqing,chienching,jeanching
jian,chien,jean
jiandao,chientao,jeandau
jianzi,chienzi,jeanzi
jianjie,chienchieh,jiannjie
jianzao,chientsao,jianntzaw
jianzhu,chienchu,jiannjuh
jianquan,chienchuan,jiannchyuan
jian,chien,jiann
jianpan,chienpan,jiannparn
jiang,chiang,jiang
jiangyao,chiangyao,jiangyaw
jiangli,chiangli,jeanglih
jiaodai,chiaotai,jiauday
jiaoqu,chiaochu,jiauchiu
jiaodai,chiaotai,jiauday
jiaoshui,chiaoshui,jiaushoei
jiaobu,chiaopu,jeaubuh
jiechu,chiehchu,jiechuh
jielian,chiehlien,jielian
jiechu,chiehchu,jieechwu
jiefang,chiehfang,jieefanq
jie,chieh,jieh
jie,chieh,jieh
jinri,chinjih,jinryh
jinguan,chinkuan,jiingoan
jinjin,chinchin,jiinjiin
jinkeneng,chinkoneng,jiinkeeneng
jinhua,chinhua,jinnhuah
jinlai,chinlai,jinnlai
jingfei,chingfei,jingfey
jingxiang,chinghsiang,jiingshianq
jinggao,chingkao,jiinggaw
jingsai,chingsai,jinqsay
jingzheng,chingcheng,jinqjeng
jiugui,chiukuei,jeougoei
jiuzai,chiutsai,jiowtzai
juran,chujan,jiuran
jumian,chumien,jyumiann
juzhang,chuchang,jyujaang
judong,chutung,jeudonq
jujue,chuchueh,jiuhjyue
julebu,chulepu,jiuhlehbuh
juben,chupen,jiuhbeen
juebu,chuehpu,jyuebuh
juewang,chuehwang,jyuewanq
junren,chunjen,jiunren
kaimu,kaimu,kaimuh
kaimushi,kaimushih,kaimuhshyh
kancheng,kancheng,kanncherng
kanchu,kanchu,kannchu
kandai,kantai,kannday
kaohe,kaoho,kaoher
kaorou,kaojou,kaorow
kaoya,kaoya,kaoia
kaojin,kaochin,kawjinn
ke,ko,ke
ke,ko,kee
kelian,kolien,keelian
kexi,kohsi,keeshi
kewang,kowang,keewanq
ke,ko,keh
kehu,kohu,kehhuh
keting,koting,kehting
keti,koti,kehtyi
kending,kenting,keendinq
kongzhong,kungchung,kongjong
kongzhi,kungchih,konqjyh
kouhao,kouhao,koouhaw
ku,ku,kuh
kuaihuo,kuaihuo,kuayhuo
kuandu,kuantu,kuanduh
kuang,kuang,kwang
kui,kuei,kuei
kunrao,kunjao,kuennrao
la,la,lah
laixin,laihsin,laishinn
lan,lan,lann
langdu,langtu,laangdwu
langman,langman,lanqmann
laodong,laotung,laudonq
li,li,li
li,li,lii
libai,lipai,liibay
limao,limao,liimaw
lihai,lihai,lihhai
li,li,lih
lichang,lichang,lihchaang
lirun,lijun,lihruenn
liwai,liwai,lihway
lianjie,lienchieh,lianjie
lianluo,lienlo,lianluoh
lianxiang,lienhsiang,liansheang
lianpen,lienpen,leanpern
lianse,liense,leanseh
lian’ai,lienai,liannay
liangan,liangan,leangann
linju,linchu,linjiu
ling,ling,ling
lingsheng,lingsheng,lingsheng
lingdai,lingtai,liingday
ling,ling,linq
liudong,liutung,lioudonq
liutong,liutung,lioutong
lou,lou,low
loudong,loutung,lowdonq
luoji,loji,luoji
luoshi,loshih,luohshyr
matou,matou,maatour
ma,ma,mah
maimai,maimai,maemay
manchang,manchang,manncharng
manhua,manhua,mannhuah
maobi,maopi,maubii
maodun,maotun,mauduenn
mao,mao,maw
maoyi,maoi,mawyih
mei,mei,mei
meiqi,meichi,meichih
menzhen,menchen,menjeen
miren,mijen,miren
mixin,mihsin,mishinn
mianmao,mienmao,miannmaw
mianzi,mienzi,miannzi
miao,miao,meau
mingan,minkan,miingaan
mingliang,mingliang,minglianq
mingming,mingming,mingming
mingling,mingling,minqlinq
mofan,mofan,mofann
mofang,mofang,mofaang
mohu,mohu,mohu
moshi,moshih,moshyh
moca,motsa,motsa
motuo,moto,motuo
muyang,muyang,muyanq
muguang,mukuang,muhguang
naixin,naihsin,nayshin
nanxing,nanhsing,nanshinq
nanbei,nanpei,nanbeei
nanji,nanchi,nanjyi
nande,nante,nander
nanyi,nani,nanyii
naozi,naozi,naozi
neizai,neitsai,neytzay
nengliang,nengliang,nenglianq
niandu,nientu,nianduh
nianling,nienling,nianling
nianqian,nienchien,nianchyan
niu,niu,niou
niuzaiku,niutsaiku,nioutzaekuh
nongchanpin,nungchanpin,nongchaanpiin
nuan,nuan,noan
ou’er,ouerh,ooueel
ouran,oujan,oouran
ouxiang,ouhsiang,ooushianq
paishe,paishe,paisheh
paichu,paichu,pairchwu
pang,pang,parng
pei,pei,peir
pei,pei,peir
peichang,peichang,peircharng
peibei,peipei,peybey
peitao,peitao,peytaw
pen,pen,pen
pen,pen,pern
pi,pi,pi
pifu,pifu,pyifu
pixie,pihsieh,pyishye
piqi,piqi,pyiqi
pian,pien,piann
pianzi,pienzi,piannzi
pin,pin,pin
pindao,pintao,pyndaw
pinfan,pinfan,pynfarn
pin,pin,piin
pin,pin,piin
pinzhong,pinchung,piinjoong
pingtan,pingtan,pyngtaan
pingyuan,pingyuan,pyngyuan
pinggu,pingku,pynggu
pinglun,pinglun,pyngluenn
ping,ping,pyng
po,po,po
putao,putao,pwutao
qiwang,chiwang,chiwanq
qiquan,chichuan,chyichyuan
qi,chi,chyi
qidong,chitung,chiidonq
qifa,chifa,chiifa
qishi,chishih,chiishyh
qidao,chitao,chiidaw
qima,chima,chiimaa
qiti,chiti,chihtii
qixiang,chihsiang,chihshianq
qian,chien,chian
qianding,chienting,chiandinq
qianming,chienming,chianming
qianyue,chienyueh,chianiue
qianzheng,chiencheng,chianjenq
qianzi,chientzu,chiantzyh
qianjing,chienching,chyanjiing
qianti,chienti,chyantyi
qian,chien,chiann
qiang,chiang,chiang
qiangdu,chiangtu,chyangduh
qiangbi,chiangpi,chyangbih
qiangjiu,chiangchiu,cheangjiow
qiangpo,chiangpo,cheangpoh
qiaoqiao,chiaochiao,chiauchiau
qiao,chiao,chiau
qiaomen,chiaomen,chiaumen
qiao,chiao,chyau
qin,chin,chyn
qinfen,chinfen,chynfenn
qing,ching,ching
qingchen,chingchen,chingchern
qingli,chingli,chinglii
qingjie,chingchieh,chyngjye
qinglang,chinglang,chynglaang
quyu,chuyu,chiuyuh
quandou,chuantou,chyuandou
quanshijie,chuanshihchieh,chyuanshyhjieh
quan,chuan,chyuan
quan,chuan,chiuann
quefa,chuehfa,chiuefar
queli,chuehli,chiuehlih
qunti,chunti,chyuntii
qunzhong,chunchung,chyunjonq
ran,jan,raan
rao,jao,raw
reliang,jeliang,rehlianq
remen,jemen,rehmen
renjian,jenchien,renjian
renli,jenli,renlih
renshi,jenshih,renshyh
renwu,jenwu,renwuh
ren,jen,reen
renbuzhu,jenbuchu,reenbujuh
renshou,jenshou,reenshow
ren,jen,renn
rending,jenting,renndinq
reng,jeng,rheng
rengjiu,jengchiu,rengjiow
ruci,jutzu,rutsyy
rutong,jutung,rutorng
ruxia,juhsia,rushiah
rumen,jumen,ruhmen
ruan,juan,roan
ruanjian,juanchien,roanjiann
sa,sa,saa
san,san,saan
sanwen,sanwen,saanwen
sha,sha,sha
shadu,shatu,shadwu
shamo,shamo,shamoh
sha,sha,shaa
shanqu,shanchu,shanchiu
shan,shan,shan
shan,shan,shann
shanzi,shanzi,shannzi
shangbiao,shangpiao,shangbiau
shangji,shangchi,shanqjyi
shangxia,shanghsia,shanqshiah
shangzhang,shangchang,shanqjaang
shao,shao,shau
shaowei,shaowei,shauuei
she,she,sher
shebude,shebude,sheebude
shede,shede,sheede
shexiang,shehsiang,shehsheang
she,she,sheh
shequ,shechu,shehchiu
she,she,sheh
sheji,shechi,shehji
shexiang,shehsiang,shehshianq
shexiangji,shehsiangchi,shehshianqji
sheying,sheying,shehyiing
sheyingshi,sheyingshih,shehyiingshy
shen,shen,shen
shenchu,shenchu,shenchuh
shendu,shentu,shenduh
shen,shen,shern
shenjing,shenching,shernjing
shenqi,shenchi,shernchyi
shenqing,shenching,shernchyng
shenggao,shengkao,shenggau
shengcheng,shengcheng,shengcherng
sheng,sheng,sheng
shengfu,shengfu,shenqfuh
sheng,sheng,shenq
shengxia,shenghsia,shenqshiah
shiwu,shihwu,shywuh
shifu,shihfu,shyfu
shige,shihko,shyge
shizu,shihtsu,shyrtzwu
shichang,shihchang,shyrcharng
shiguang,shihkuang,shyrguang
shiji,shihchi,shyrji
shishi,shihshih,shyrshyh
shihui,shihhui,shyrhuey
shi,shih,shyr
shide,shihde,shyyde
shifan,shihfan,shyhfann
shi,shih,shyh
shili,shihli,shyhlih
shitu,shihtu,shyhtwu
shipin,shihpin,shyhpyn
shiwei,shihwei,shyhwei
shougou,shoukou,shougow
shouji,shouchi,shoujyi
shoushi,shoushi,shoushi
shouduan,shoutuan,shoouduann
shoufa,shoufa,shooufaa
shousi,shoussu,showsy
shouzai,shoutsai,showtzai
shou,shou,show
shufa,shufa,shufaa
shugui,shukuei,shuguey
shuzhuo,shucho,shujuo
shuchu,shuchu,shuchu
shucai,shutsai,shutsay
shuxi,shuhsi,shwushi
shu,shu,shuu
shubiao,shupiao,shuubiau
shumu,shumu,shuhmuh
shuai,shuai,shuai
shuaidao,shuaitao,shuaidao
shuailing,shuailing,shuayliing
shuangshou,shuangshou,shuangshoou
shuichanpin,shuichanpin,shoeichaanpiin
shuifen,shuifen,shoeifenn
shuiku,shuiku,shoeikuh
shuizai,shuitsai,shoeitzai
shuimian,shuimien,shueymian
shuofa,shuofa,shuofaa
shuoshi,shuoshih,shuohshyh
siren,ssujen,syren
siwei,ssuwei,sywei
sizhou,ssuchou,syhjou
sou,sou,sou
sousuo,souso,sousuoo
sushe,sushe,suhsheh
suantiankula,suantienkula,suantyankuulah
suihou,suihou,sweihow
suiyi,suii,sweiyih
suizhe,suizhe,sweizhe
suiyue,suiyueh,sueyyueh
sui,sui,suey
sunhai,sunhai,soenhay
sunshi,sunshih,soenshy
suozai,sotsai,suootzay
suo,so,suoo
taifeng,taifeng,tairfeng
tai,tai,tair
taitou,taitou,tairtour
taikong,taikung,taykong
tan,tan,tarn
tao,tao,taur
taopao,taopao,taurpao
taozou,taotsou,taurtzoou
tao,tao,taur
taohua,taohua,taurhua
taoshu,taoshu,taurshuh
taoyan,taoyan,taoyann
teding,teting,tehdinq
texing,tehsing,tehshinq
teyou,teyu,tehyeou
tichang,tichang,tyichanq
tiqi,tichi,tyichii
tishi,tishih,tyishyh
ticai,titsai,tyitsair
tiji,tichi,tiiji
tili,tili,tiilih
tiancai,tientsai,tiantsair
tianranqi,tienjanchi,tianranchih
tianwen,tienwen,tianwen
tiaojie,tiaochieh,tyaujye
tiaojie,tiaochieh,tyaujiee
ting,ting,ting
tingliu,tingliu,tyngliou
tongyong,tungyung,tongyonq
tou,tou,tou
toutou,toutou,toutou
tupo,tupo,tupoh
tudou,tutou,tuudow
tu,tu,tuu
tu,tu,tuh
tu,tu,tuh
tuanzhang,tuanchang,twanjaang
tuixing,tuihsing,tueishyng
tuoli,toli,tuoli
waijie,waichieh,wayjieh
wanle,wanle,wanle
weibo,weipo,ueibor
weinan,weinan,weinan
weiqi,weichi,weichi
weizhi,weichih,weijyy
weizhu,weichu,weijuu
weifa,weifa,weifaa
weifan,weifan,weifaan
weigui,weikuei,weiguei
weirao,weijao,weiraw
weiyi,weii,weii
weituo,weito,woeituo
weixing,weihsing,weyshing
wei,wei,wey
weiwen,weiwen,weywenn
wenhe,wenho,uenher
wenyi,weni,wenyih
woshi,woshih,wohshyh
wo,wo,woh
wuran,wujan,uraan
wushui,wushui,ushoei
wu,wu,u
wunai,wunai,wunay
wuyi,wui,wuyi
wu,wu,wuu
wujia,wuchia,wuhjiah
wuye,wuyeh,wuhyeh
wuzhi,wuchih,wuhjyh
wujie,wuchieh,wuhjiee
xihongshi,hsihungshih,shihorngshyh
xizhuang,hsichuang,shijuang
xiju,hsichu,shiijiuh
xi,hsi,shih
xiju,hsichu,shihjiuh
xia,hsia,shiah
xianhou,hsienhou,shianhow
xianqian,hsienchien,shianchyan
xianyan,hsienyan,shianyann
xian,hsien,shyan
xian,hsien,shean
xianyou,hsienyu,shiannyeou
xianzhuang,hsienchuang,shiannjuanq
xiansuo,hsienso,shiannsuoo
xian,hsien,shiann
xiang,hsiang,shiang
xiangcun,hsiangtsun,shiangtsuen
xiangdeng,hsiangteng,shiangdeeng
xiangying,hsiangying,shiangyinq
xiangchang,hsiangchang,shiangcharng
xiangxi,hsianghsi,shyangshih
xiangshou,hsiangshou,sheangshow
xiangdao,hsiangtao,shianqdao
xiangqian,hsiangchien,shianqchyan
xiangshang,hsiangshang,shianqshanq
xiangsheng,hsiangsheng,shianqsheng
xiangzheng,hsiangcheng,shianqjeng
xiaochu,hsiaochu,shiauchwu
xiaodu,hsiaotu,shiaudwu
xiaofang,hsiaofang,shiaufarng
xiaofeizhe,hsiaofeiche,shiaufeyjee
xiaoji,hsiaochi,shiaujyi
xie,hsieh,shie
xieyi,hsiehi,shyeyih
xieyishu,hsiehishu,shyeyihshu
xie,hsieh,shye
xintai,hsintai,shintay
xinteng,hsinteng,shinterng
xinku,hsinku,shinkuu
xinshang,hsinshang,shinshaang
xinnian,hsinnien,shinnniann
xinxiang,hsinhsiang,shinnshiang
xingshi,hsingshih,shyngshyy
xingtai,hsingtai,shyngtay
xingneng,hsingneng,shinqneng
xiongwei,hsiungwei,shyongwoei
xiong,hsiung,shyong
xiuxian,hsiuhsien,shioushyan
xiufu,hsiufu,shioufuh
xiujian,hsiuchien,shioujiann
xiuyang,hsiuyang,shiouyeang
xuxin,hsuhsin,shiushin
xuke,hsuko,sheukee
xuanxiu,hsuanhsiu,sheuanshiou
xueke,hsuehko,shyueke
xuewei,hsuehwei,shyuewey
xuezhe,hsuehche,shyuejee
xunqiu,hsunchiu,shyunchyou
xunwen,hsunwen,shyunwenn
yajin,yachin,iajin
yazi,yazi,iazi
yajun,yachun,yahjiun
yanshen,yanshen,yanshen
yanli,yanli,yanlih
yansu,yansu,yansuh
yanyu,yanyu,yanyeu
yanjiusuo,yanchiuso,yanjiousuoo
yanguang,yankuang,yeanguang
yaoqing,yaoching,iauchiing
yaotou,yaotou,yautour
yao,yao,yeau
yehao,yehhao,yeehao
yewu,yehwu,yehwuh
yejian,yehchien,yehjian
yiliu,iliu,iliou
yifa,ifa,ifaa
yijiu,ichiu,ijiow
yiju,ichu,ijiuh
yizhao,ichao,ijaw
yi,i,yii
yibian,ipien,yiibiann
yiwang,iwang,yiiwoang
yishi,ishih,yihshyr
yiweizhe,iweizhe,yihweyzhe
yizhi,ichih,yihjyh
yin’er,yinerh,inerl
yinliao,yinliao,yiinliaw
yinshi,yinshih,yiinshyr
yinshua,yinshua,yinnshua
ying,ying,ing
ying,ying,yinq
yingjian,yingchien,yinqjiann
yongbao,yungpao,iongbaw
yongyou,yungyu,iongyeou
yonghu,yunghu,yonqhuh
yonglai,yunglai,yonqlai
yongyu,yungyu,yonqyu
youhui,yuhui,iouhuey
youxian,yuhsien,ioushian
youmo,yumo,ioumoh
youqi,yuchi,youchyi
